index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,class_size,female_ratio
171,1,No,Clubs,Auditory,BJ3J7Y,Female,No,47.0,22.0,8.0,15.0,5.0,96.0,21:30,5:30,public transport,red,8.0,30.0,0.26666666666666666
172,2,Yes,None,Visual,BW7ZBA,Male,Yes,76.0,14.0,0.0,16.0,6.0,91.0,21:00,5:00,public transport,blue,8.0,14.0,0.0
173,0,Yes,Sports,Visual,1DVSGE,Male,No,73.0,11.0,7.0,16.0,6.0,94.0,21:30,5:30,public transport,white,8.0,18.0,0.3888888888888889
174,2,No,Clubs,Auditory,I62NPT,Female,No,42.0,22.0,0.0,16.0,5.0,59.0,2:00,7:00,walk,black,5.0,22.0,0.0
175,1,No,Sports,Auditory,2BFCOD,Male,No,62.0,27.0,0.0,16.0,13.0,99.0,22:00,6:00,private transport,black,8.0,27.0,0.0
176,2,No,Sports,Auditory,VUUZO0,Male,Yes,71.0,10.0,11.0,16.0,15.0,93.0,22:00,6:00,private transport,green,8.0,21.0,0.5238095238095238
177,0,Yes,Sports,Visual,RZV4QM,Female,Yes,79.0,11.0,4.0,15.0,7.0,93.0,21:30,5:30,public transport,red,8.0,15.0,0.26666666666666666
178,1,Yes,Arts,Visual,370TFV,Female,No,79.0,10.0,7.0,15.0,6.0,91.0,21:30,5:30,public transport,red,8.0,17.0,0.4117647058823529
179,2,No,Clubs,Auditory,BBY9XL,Female,Yes,71.0,18.0,1.0,16.0,11.0,97.0,22:30,6:30,private transport,yellow,8.0,19.0,0.05263157894736842
180,1,No,Clubs,Auditory,ZT6B7F,Female,No,62.0,23.0,5.0,16.0,5.0,92.0,23:00,7:00,walk,red,8.0,28.0,0.17857142857142858
181,0,No,Arts,Visual,QVMIRM,Female,Yes,81.0,9.0,15.0,16.0,6.0,95.0,23:00,7:00,walk,green,8.0,24.0,0.625
182,1,Yes,Arts,Visual,GMOLNR,Male,Yes,85.0,22.0,0.0,15.0,8.0,100.0,21:30,5:30,public transport,black,8.0,22.0,0.0
183,2,Yes,None,Visual,X7HPJM,Male,No,81.0,16.0,2.0,15.0,8.0,91.0,23:00,7:00,walk,blue,8.0,18.0,0.1111111111111111
184,0,Yes,None,Visual,BB0GWZ,Female,Yes,82.0,13.0,2.0,16.0,8.0,99.0,22:00,6:00,private transport,black,8.0,15.0,0.13333333333333333
185,2,No,Clubs,Visual,Z3E0R7,Female,Yes,72.0,18.0,1.0,,5.0,95.0,21:00,5:00,public transport,red,8.0,19.0,0.05263157894736842
186,2,No,Sports,Auditory,7FLZFC,Male,Yes,60.0,11.0,11.0,16.0,18.0,98.0,22:00,6:00,private transport,red,8.0,22.0,0.5
187,1,No,Clubs,Visual,904N7S,Male,No,46.0,18.0,12.0,16.0,5.0,67.0,23:30,5:30,public transport,green,6.0,30.0,0.4
188,0,No,Arts,Visual,PF3GL0,Female,Yes,55.0,10.0,12.0,16.0,18.0,97.0,21:00,5:00,public transport,black,8.0,22.0,0.5454545454545454
189,1,No,Arts,Visual,DHU6S5,Female,No,54.0,9.0,21.0,15.0,15.0,91.0,21:30,5:30,public transport,yellow,8.0,30.0,0.7
190,1,No,Sports,Visual,NXSGVV,Female,Yes,57.0,0.0,30.0,16.0,10.0,99.0,21:30,5:30,public transport,white,8.0,30.0,1.0
191,0,Yes,Clubs,Auditory,X1H8JD,Male,No,76.0,12.0,3.0,15.0,6.0,92.0,23:00,7:00,walk,red,8.0,15.0,0.2
192,1,Yes,None,Auditory,WA7FY7,Male,Yes,80.0,16.0,6.0,15.0,8.0,94.0,21:00,5:00,public transport,black,8.0,22.0,0.2727272727272727
193,2,No,Clubs,Auditory,SATF1G,Male,Yes,55.0,10.0,8.0,15.0,17.0,93.0,22:00,6:00,private transport,yellow,8.0,18.0,0.4444444444444444
194,2,No,Sports,Auditory,UPVY4I,Male,No,40.0,19.0,4.0,15.0,2.0,89.0,21:30,5:30,public transport,yellow,8.0,23.0,0.17391304347826086
195,2,Yes,Arts,Auditory,QYA5UX,Male,No,45.0,16.0,8.0,16.0,6.0,95.0,21:30,5:30,public transport,yellow,8.0,24.0,0.3333333333333333
196,0,No,Clubs,Visual,LX6SSC,Male,No,79.0,26.0,1.0,15.0,8.0,94.0,22:00,6:00,private transport,red,8.0,27.0,0.037037037037037035
197,1,Yes,Arts,Auditory,69BXSI,Female,No,48.0,23.0,2.0,15.0,6.0,97.0,21:30,5:30,public transport,yellow,8.0,25.0,0.08
198,1,Yes,Sports,Visual,S9V8KG,Female,No,55.0,12.0,15.0,15.0,8.0,91.0,21:30,5:30,public transport,yellow,8.0,27.0,0.5555555555555556
199,1,No,Clubs,Visual,25PAWM,Female,N,58.0,13.0,13.0,16.0,10.0,96.0,23:00,7:00,walk,black,8.0,26.0,0.5
200,0,No,None,Auditory,6ZEMY9,Female,No,62.0,14.0,7.0,15.0,15.0,97.0,23:00,7:00,walk,red,8.0,21.0,0.3333333333333333
201,1,No,Sports,Auditory,1R0VBB,Female,Yes,67.0,12.0,16.0,15.0,8.0,99.0,21:30,5:30,public transport,red,8.0,28.0,0.5714285714285714
202,0,No,None,Auditory,KX2M6I,Male,Yes,71.0,11.0,9.0,15.0,9.0,91.0,21:30,5:30,public transport,blue,8.0,20.0,0.45
203,2,No,Clubs,Visual,HBG0X7,Male,Yes,78.0,17.0,2.0,16.0,8.0,96.0,22:30,6:30,private transport,green,8.0,19.0,0.10526315789473684
204,0,No,Sports,Visual,JTXRFZ,Female,Yes,68.0,21.0,1.0,16.0,12.0,94.0,21:00,5:00,public transport,white,8.0,22.0,0.045454545454545456
205,1,Yes,None,Visual,W8KTLE,Female,No,57.0,11.0,16.0,15.0,7.0,98.0,22:30,6:30,private transport,black,8.0,27.0,0.5925925925925926
206,1,Yes,None,Visual,SV1D3B,Male,No,76.0,11.0,6.0,16.0,10.0,97.0,21:00,5:00,public transport,white,8.0,17.0,0.35294117647058826
207,0,Yes,Sports,Auditory,1AEWQT,Female,No,77.0,8.0,11.0,16.0,9.0,,21:00,5:00,public transport,blue,8.0,19.0,0.5789473684210527
208,2,No,None,Visual,5KYDPA,Male,No,69.0,17.0,5.0,15.0,8.0,100.0,21:00,5:00,public transport,white,8.0,22.0,0.22727272727272727
209,1,No,Sports,Visual,H2U51T,Male,No,47.0,24.0,6.0,15.0,8.0,98.0,21:00,5:00,public transport,black,8.0,30.0,0.2
210,1,Yes,Clubs,Visual,CSSY3Z,Female,No,52.0,8.0,19.0,16.0,5.0,92.0,22:00,6:00,private transport,yellow,8.0,27.0,0.7037037037037037
211,1,No,None,Auditory,0Q9JU5,Female,No,50.0,25.0,4.0,16.0,7.0,73.0,23:30,5:30,public transport,blue,6.0,29.0,0.13793103448275862
212,2,No,Clubs,Visual,C32KHV,Male,No,53.0,15.0,4.0,15.0,12.0,93.0,22:30,6:30,private transport,white,8.0,19.0,0.21052631578947367
213,2,No,Sports,Visual,EN7YFE,Male,No,61.0,12.0,11.0,15.0,12.0,97.0,22:30,6:30,private transport,white,8.0,23.0,0.4782608695652174
214,0,No,Clubs,Auditory,LU7XRL,Male,No,70.0,20.0,0.0,15.0,18.0,99.0,23:00,7:00,walk,red,8.0,20.0,0.0
215,0,No,Arts,Auditory,8PZZLF,Female,Yes,68.0,13.0,9.0,15.0,19.0,95.0,22:30,6:30,private transport,green,8.0,22.0,0.4090909090909091
216,2,No,Clubs,Auditory,24TTMZ,Male,Yes,70.0,19.0,2.0,15.0,14.0,96.0,21:00,5:00,public transport,black,8.0,21.0,0.09523809523809523
217,1,No,None,Visual,RYCELW,Male,Yes,72.0,24.0,0.0,16.0,12.0,97.0,22:00,6:00,private transport,black,8.0,24.0,0.0
218,2,Yes,Arts,Visual,203OP8,Male,Yes,72.0,10.0,5.0,16.0,8.0,96.0,22:00,6:00,private transport,white,8.0,15.0,0.3333333333333333
219,1,Yes,Arts,Visual,TUB8PY,Female,No,57.0,14.0,13.0,16.0,19.0,100.0,21:30,5:30,public transport,red,8.0,27.0,0.48148148148148145
220,1,No,Clubs,Visual,FPXHBM,Female,No,48.0,4.0,26.0,16.0,7.0,85.0,21:00,5:00,public transport,black,8.0,30.0,0.8666666666666667
221,0,No,None,Visual,29S8EX,Male,Yes,75.0,25.0,3.0,15.0,7.0,98.0,21:00,5:00,public transport,green,8.0,28.0,0.10714285714285714
222,1,No,None,Auditory,8SVXDO,Male,Yes,60.0,19.0,9.0,16.0,14.0,100.0,22:00,6:00,private transport,red,8.0,28.0,0.32142857142857145
223,0,No,Clubs,Auditory,XML8IL,Male,Yes,70.0,20.0,2.0,16.0,16.0,95.0,21:00,5:00,public transport,blue,8.0,22.0,0.09090909090909091
224,2,No,Arts,Auditory,3RTVXX,Male,Yes,58.0,21.0,1.0,15.0,19.0,96.0,21:30,5:30,public transport,blue,8.0,22.0,0.045454545454545456
225,1,No,Arts,Visual,WK09US,Male,Yes,52.0,12.0,18.0,16.0,16.0,,23:00,7:00,walk,black,8.0,30.0,0.6
226,0,No,None,Visual,N5WCG8,Male,Yes,61.0,12.0,8.0,16.0,19.0,93.0,21:00,5:00,public transport,blue,8.0,20.0,0.4
227,1,No,Sports,Visual,TFY0BH,Male,Yes,65.0,20.0,8.0,16.0,6.0,96.0,22:00,6:00,private transport,red,8.0,28.0,0.2857142857142857
228,0,Yes,Sports,Visual,VM5KBU,Female,No,74.0,15.0,0.0,15.0,5.0,90.0,21:00,5:00,public transport,yellow,8.0,15.0,0.0
229,1,Yes,None,Auditory,7VWDLR,Male,No,78.0,13.0,8.0,,9.0,96.0,22:00,6:00,private transport,green,8.0,21.0,0.38095238095238093
230,0,Yes,None,Visual,Y7D336,Male,No,74.0,14.0,4.0,15.0,12.0,94.0,21:00,5:00,public transport,black,8.0,18.0,0.2222222222222222
231,0,Yes,None,Visual,WMA1DD,Female,Yes,83.0,15.0,1.0,15.0,9.0,,21:00,5:00,public transport,blue,8.0,16.0,0.0625
232,1,No,Arts,Auditory,WRF62T,Male,Yes,64.0,25.0,2.0,16.0,11.0,95.0,21:30,5:30,public transport,yellow,8.0,27.0,0.07407407407407407
233,2,No,Arts,Auditory,0Z1YOV,Female,Yes,50.0,14.0,4.0,16.0,12.0,96.0,23:00,7:00,walk,yellow,8.0,18.0,0.2222222222222222
234,1,No,Clubs,Auditory,Y4AISA,Male,No,49.0,17.0,7.0,15.0,3.0,59.0,0:00,5:00,public transport,white,5.0,24.0,0.2916666666666667
235,2,Yes,Arts,Visual,AJJNSG,Male,Yes,72.0,15.0,0.0,15.0,17.0,92.0,22:30,6:30,private transport,red,8.0,15.0,0.0
236,2,Yes,None,Visual,08AW5P,Female,Yes,82.0,10.0,8.0,15.0,9.0,97.0,21:30,5:30,public transport,black,8.0,18.0,0.4444444444444444
237,1,No,Arts,Visual,0VG8AP,Female,Yes,46.0,25.0,5.0,15.0,7.0,99.0,21:30,5:30,public transport,white,8.0,30.0,0.16666666666666666
238,0,No,Clubs,Auditory,HG9XOO,Female,No,76.0,6.0,15.0,15.0,9.0,92.0,23:00,7:00,walk,white,8.0,21.0,0.7142857142857143
239,2,No,Arts,Auditory,1L7RIP,Male,No,44.0,10.0,13.0,16.0,13.0,82.0,23:00,7:00,walk,red,8.0,23.0,0.5652173913043478
241,0,No,Clubs,Visual,GKH739,Male,No,79.0,26.0,1.0,16.0,7.0,99.0,23:00,7:00,walk,yellow,8.0,27.0,0.037037037037037035
242,0,No,Clubs,Visual,3WNB3X,Male,Yes,64.0,22.0,0.0,15.0,9.0,99.0,23:00,7:00,walk,black,8.0,22.0,0.0
243,0,No,Clubs,Auditory,ARMOVK,Male,No,65.0,25.0,2.0,15.0,17.0,99.0,23:00,7:00,walk,yellow,8.0,27.0,0.07407407407407407
244,1,No,Arts,Auditory,A3S9XD,Female,Yes,57.0,15.0,12.0,16.0,18.0,99.0,22:00,6:00,private transport,white,8.0,27.0,0.4444444444444444
245,2,Yes,None,Visual,3MYL1T,Male,No,86.0,13.0,5.0,15.0,9.0,96.0,21:30,5:30,public transport,green,8.0,18.0,0.2777777777777778
246,1,Yes,None,Visual,VIDY9K,Male,Yes,74.0,10.0,7.0,15.0,13.0,94.0,22:00,6:00,private transport,black,8.0,17.0,0.4117647058823529
247,0,No,Sports,Visual,V7MIB3,Male,No,72.0,27.0,1.0,16.0,12.0,97.0,23:00,7:00,walk,black,8.0,28.0,0.03571428571428571
248,0,Yes,Sports,Visual,RUF39H,Female,Yes,77.0,11.0,4.0,16.0,6.0,96.0,22:30,6:30,private transport,white,8.0,15.0,0.26666666666666666
249,1,No,Clubs,Auditory,JD9KZW,Female,N,49.0,8.0,17.0,16.0,7.0,94.0,22:30,6:30,private transport,red,8.0,25.0,0.68
250,1,No,Clubs,Visual,ES6N02,Female,No,49.0,10.0,20.0,16.0,5.0,100.0,23:00,7:00,walk,white,8.0,30.0,0.6666666666666666
251,1,No,Arts,Visual,I85G9X,Male,No,47.0,15.0,15.0,16.0,11.0,78.0,23:30,6:30,private transport,blue,7.0,30.0,0.5
252,1,Yes,Arts,Auditory,J8ZYVH,Male,Yes,76.0,13.0,4.0,15.0,20.0,90.0,21:00,5:00,public transport,blue,8.0,17.0,0.23529411764705882
253,1,Yes,None,Auditory,XM50MJ,Female,Yes,83.0,14.0,3.0,15.0,6.0,94.0,22:00,6:00,private transport,blue,8.0,17.0,0.17647058823529413
254,0,No,Arts,Auditory,1MAUQ7,Female,No,64.0,13.0,14.0,15.0,15.0,97.0,22:00,6:00,private transport,yellow,8.0,27.0,0.5185185185185185
255,2,No,Clubs,Auditory,JLDOA2,Female,No,69.0,8.0,13.0,16.0,17.0,93.0,23:00,7:00,walk,black,8.0,21.0,0.6190476190476191
256,1,No,Clubs,Auditory,NHPA3D,Male,No,51.0,16.0,14.0,16.0,8.0,96.0,22:00,6:00,private transport,green,8.0,30.0,0.4666666666666667
257,2,Yes,Arts,Visual,K64994,Female,No,44.0,21.0,3.0,16.0,6.0,43.0,1:30,5:30,public transport,yellow,4.0,24.0,0.125
258,1,No,Sports,Auditory,Y2ABUP,Female,Yes,65.0,24.0,4.0,15.0,7.0,,23:00,7:00,walk,yellow,8.0,28.0,0.14285714285714285
259,1,Yes,None,Auditory,O0P45Q,Female,Yes,64.0,5.0,14.0,16.0,11.0,94.0,21:30,5:30,public transport,red,8.0,19.0,0.7368421052631579
260,0,No,Sports,Auditory,IEVDQT,Male,Yes,68.0,11.0,11.0,15.0,20.0,98.0,22:00,6:00,private transport,yellow,8.0,22.0,0.5
261,0,No,Arts,Auditory,XHMJD3,Female,Yes,55.0,0.0,21.0,15.0,16.0,91.0,21:30,5:30,public transport,blue,8.0,21.0,1.0
262,1,No,Arts,Visual,MDPPWJ,Male,Yes,57.0,18.0,10.0,16.0,5.0,100.0,22:30,6:30,private transport,yellow,8.0,28.0,0.35714285714285715
263,2,No,Sports,Auditory,15QW33,Female,Yes,71.0,9.0,10.0,16.0,10.0,95.0,22:30,6:30,private transport,yellow,8.0,19.0,0.5263157894736842
264,0,No,Clubs,Auditory,V02UD9,Female,Yes,71.0,16.0,7.0,16.0,6.0,96.0,23:00,7:00,walk,blue,8.0,23.0,0.30434782608695654
265,1,No,Arts,Auditory,HYR87M,Male,Yes,48.0,19.0,6.0,,5.0,97.0,21:30,5:30,public transport,yellow,8.0,25.0,0.24
266,1,Yes,Sports,Auditory,WLX6HU,Female,Y,56.0,5.0,20.0,15.0,18.0,99.0,22:30,6:30,private transport,black,8.0,25.0,0.8
267,1,No,Clubs,Auditory,FOGFCF,Female,Yes,64.0,17.0,5.0,16.0,16.0,96.0,23:00,7:00,walk,blue,8.0,22.0,0.22727272727272727
268,1,No,Clubs,Visual,NA4HN3,Male,No,53.0,11.0,19.0,15.0,8.0,91.0,23:00,7:00,walk,red,8.0,30.0,0.6333333333333333
269,2,Yes,None,Visual,9WD8ET,Female,No,73.0,4.0,16.0,15.0,20.0,95.0,22:30,6:30,private transport,yellow,8.0,20.0,0.8
270,2,No,Arts,Visual,GIM31Q,Male,No,70.0,18.0,5.0,15.0,11.0,92.0,22:00,6:00,private transport,white,8.0,23.0,0.21739130434782608
271,1,No,Sports,Auditory,SCKIOA,Female,No,48.0,9.0,21.0,15.0,9.0,54.0,0:00,5:00,public transport,red,5.0,30.0,0.7
272,2,Yes,Clubs,Visual,53I9R6,Male,N,69.0,10.0,5.0,16.0,17.0,,23:00,7:00,walk,black,8.0,15.0,0.3333333333333333
273,1,No,Sports,Auditory,6CCV4Q,Male,No,67.0,10.0,18.0,16.0,14.0,99.0,23:00,7:00,walk,yellow,8.0,28.0,0.6428571428571429
274,0,Yes,Sports,Visual,5JVV1J,Male,Yes,81.0,15.0,2.0,16.0,10.0,94.0,21:00,5:00,public transport,black,8.0,17.0,0.11764705882352941
275,2,Yes,Clubs,Visual,T50Y1K,Female,Y,74.0,13.0,1.0,16.0,10.0,99.0,23:00,7:00,walk,yellow,8.0,14.0,0.07142857142857142
276,2,Yes,Sports,Visual,NKZAP4,Male,Yes,83.0,14.0,4.0,16.0,9.0,99.0,22:30,6:30,private transport,red,8.0,18.0,0.2222222222222222
277,2,No,Clubs,Visual,34L6A6,Female,Yes,57.0,22.0,0.0,15.0,17.0,95.0,23:00,7:00,walk,yellow,8.0,22.0,0.0
278,0,Yes,None,Auditory,R65IZ2,Female,Yes,83.0,8.0,13.0,15.0,9.0,98.0,22:00,6:00,private transport,yellow,8.0,21.0,0.6190476190476191
279,1,Yes,Sports,Visual,QXUF23,Female,Yes,77.0,20.0,0.0,15.0,7.0,93.0,21:00,5:00,public transport,red,8.0,20.0,0.0
281,1,No,Sports,Auditory,4CZWEO,Female,No,52.0,11.0,19.0,15.0,16.0,90.0,21:00,5:00,public transport,black,8.0,30.0,0.6333333333333333
282,0,No,Arts,Auditory,OHOTOD,Male,No,68.0,16.0,4.0,16.0,19.0,92.0,23:00,7:00,walk,red,8.0,20.0,0.2
283,0,No,None,Auditory,TUPZ0F,Male,Yes,94.0,15.0,10.0,16.0,8.0,97.0,23:00,7:00,walk,green,8.0,25.0,0.4
284,1,No,Sports,Visual,9H0I2X,Female,No,58.0,17.0,9.0,16.0,10.0,93.0,21:00,5:00,public transport,black,8.0,26.0,0.34615384615384615
285,1,No,Sports,Visual,77EG5J,Male,No,59.0,18.0,8.0,15.0,18.0,98.0,22:00,6:00,private transport,black,8.0,26.0,0.3076923076923077
286,0,No,None,Visual,HY6ISD,Female,Yes,92.0,5.0,18.0,15.0,6.0,90.0,22:30,6:30,private transport,red,8.0,23.0,0.782608695652174
287,0,No,Arts,Auditory,0WO2AI,Male,Yes,62.0,12.0,9.0,15.0,15.0,99.0,22:00,6:00,private transport,blue,8.0,21.0,0.42857142857142855
288,2,No,Arts,Visual,YTPCFZ,Female,Yes,77.0,4.0,15.0,16.0,6.0,99.0,21:30,5:30,public transport,red,8.0,19.0,0.7894736842105263
289,0,No,Arts,Visual,BH2O6E,Female,No,67.0,6.0,21.0,16.0,10.0,91.0,23:00,7:00,walk,red,8.0,27.0,0.7777777777777778
290,1,Yes,Clubs,Visual,7AQGUA,Male,Yes,95.0,15.0,6.0,15.0,6.0,95.0,23:00,7:00,walk,blue,8.0,21.0,0.2857142857142857
291,0,No,Sports,Visual,VAOAWE,Male,Yes,58.0,14.0,6.0,15.0,15.0,94.0,21:00,5:00,public transport,blue,8.0,20.0,0.3
292,0,No,None,Auditory,NB5820,Male,Yes,89.0,11.0,11.0,16.0,8.0,95.0,21:30,5:30,public transport,white,8.0,22.0,0.5
293,0,Yes,None,Visual,Z753FP,Female,No,87.0,11.0,5.0,16.0,5.0,91.0,22:30,6:30,private transport,white,8.0,16.0,0.3125
294,2,No,Arts,Visual,XN9IC8,Male,Yes,80.0,12.0,5.0,,9.0,94.0,21:30,5:30,public transport,red,8.0,17.0,0.29411764705882354
295,1,No,Clubs,Visual,5NMMZ3,Male,Yes,47.0,20.0,5.0,16.0,2.0,93.0,23:00,7:00,walk,black,8.0,25.0,0.2
296,2,No,Clubs,Visual,Z65YSB,Female,Yes,60.0,20.0,2.0,15.0,16.0,93.0,21:30,5:30,public transport,yellow,8.0,22.0,0.09090909090909091
297,0,No,Sports,Auditory,L99AIO,Male,No,54.0,14.0,13.0,15.0,13.0,98.0,23:00,7:00,walk,red,8.0,27.0,0.48148148148148145
298,1,No,Sports,Visual,M883AK,Female,Yes,55.0,23.0,7.0,15.0,15.0,97.0,23:00,7:00,walk,black,8.0,30.0,0.23333333333333334
299,2,No,Clubs,Auditory,RZS5DI,Female,No,38.0,5.0,17.0,16.0,11.0,87.0,22:00,6:00,private transport,blue,8.0,22.0,0.7727272727272727
300,0,No,Arts,Auditory,V9SJWI,Female,Yes,99.0,17.0,4.0,16.0,9.0,95.0,22:30,6:30,private transport,yellow,8.0,21.0,0.19047619047619047
301,2,No,Sports,Visual,X72I9W,Male,No,56.0,12.0,10.0,15.0,16.0,100.0,21:00,5:00,public transport,yellow,8.0,22.0,0.45454545454545453
302,1,No,Arts,Visual,MHAZNP,Male,No,52.0,12.0,18.0,15.0,15.0,97.0,23:00,7:00,walk,red,8.0,30.0,0.6
303,1,No,Clubs,Auditory,SGD2Z1,Female,Yes,70.0,16.0,12.0,16.0,20.0,99.0,22:00,6:00,private transport,black,8.0,28.0,0.42857142857142855
304,1,No,Sports,Auditory,AXKEPJ,Male,Yes,53.0,18.0,12.0,15.0,19.0,95.0,22:30,6:30,private transport,red,8.0,30.0,0.4
305,1,Yes,None,Visual,3FMLCM,Female,Y,84.0,16.0,1.0,15.0,8.0,98.0,21:30,5:30,public transport,yellow,8.0,17.0,0.058823529411764705
306,2,Yes,None,Visual,RGTAD8,Male,No,86.0,13.0,5.0,16.0,8.0,98.0,23:00,7:00,walk,yellow,8.0,18.0,0.2777777777777778
307,1,No,Arts,Auditory,I9IBLX,Female,Yes,56.0,14.0,10.0,16.0,18.0,98.0,22:30,6:30,private transport,green,8.0,24.0,0.4166666666666667
308,2,No,Sports,Auditory,80LBPQ,Male,Yes,43.0,15.0,9.0,16.0,2.0,97.0,23:00,7:00,walk,white,8.0,24.0,0.375
309,2,No,Arts,Auditory,CN9YTK,Female,No,40.0,0.0,22.0,16.0,4.0,82.0,22:30,5:30,public transport,blue,7.0,22.0,1.0
310,2,No,None,Auditory,35SS51,Male,No,45.0,23.0,1.0,16.0,12.0,79.0,22:00,5:00,public transport,blue,7.0,24.0,0.041666666666666664
311,1,Yes,Arts,Auditory,2K1Q2R,Female,No,47.0,1.0,24.0,16.0,14.0,72.0,22:30,5:30,public transport,green,7.0,25.0,0.96
312,0,No,None,Auditory,VC9PM2,Female,Yes,89.0,15.0,7.0,16.0,7.0,92.0,23:00,7:00,walk,blue,8.0,22.0,0.3181818181818182
313,1,No,None,Auditory,HIQ407,Female,Yes,48.0,2.0,27.0,15.0,5.0,86.0,23:00,7:00,walk,blue,8.0,29.0,0.9310344827586207
314,0,No,None,Auditory,F0HV1X,Female,Yes,78.0,21.0,1.0,15.0,7.0,95.0,22:00,6:00,private transport,yellow,8.0,22.0,0.045454545454545456
315,1,Yes,None,Auditory,9F5A56,Male,Yes,67.0,13.0,6.0,16.0,10.0,90.0,21:30,5:30,public transport,white,8.0,19.0,0.3157894736842105
316,0,Yes,Arts,Visual,696M60,Female,No,84.0,16.0,1.0,16.0,6.0,94.0,21:30,5:30,public transport,red,8.0,17.0,0.058823529411764705
317,0,Yes,Arts,Visual,QWLACY,Male,No,82.0,11.0,6.0,15.0,6.0,91.0,22:00,6:00,private transport,yellow,8.0,17.0,0.35294117647058826
318,1,No,Arts,Visual,8FUJTP,Male,Yes,52.0,21.0,9.0,15.0,14.0,93.0,23:00,7:00,walk,yellow,8.0,30.0,0.3
319,1,No,Arts,Auditory,BTCNRN,Female,No,59.0,1.0,30.0,15.0,14.0,94.0,22:30,6:30,private transport,blue,8.0,31.0,0.967741935483871
320,0,No,None,Auditory,2MUMP1,Female,No,67.0,20.0,7.0,16.0,11.0,93.0,21:00,5:00,public transport,black,8.0,27.0,0.25925925925925924
321,0,No,Sports,Auditory,5EM4RO,Female,No,94.0,5.0,20.0,16.0,7.0,93.0,23:00,7:00,walk,white,8.0,25.0,0.8
322,1,Yes,Arts,Auditory,TCG0YL,Female,Yes,65.0,19.0,0.0,15.0,18.0,95.0,21:30,5:30,public transport,green,8.0,19.0,0.0
323,2,No,Clubs,Visual,HNDCOR,Male,Yes,56.0,18.0,0.0,16.0,18.0,100.0,22:30,6:30,private transport,green,8.0,18.0,0.0
324,1,No,Clubs,Visual,PO9WY7,Male,Yes,74.0,14.0,11.0,15.0,13.0,96.0,22:00,6:00,private transport,black,8.0,25.0,0.44
325,1,No,Sports,Auditory,1GNUX0,Male,Yes,63.0,14.0,14.0,15.0,10.0,100.0,22:00,6:00,private transport,white,8.0,28.0,0.5
326,2,No,Clubs,Auditory,OLJV0J,Female,N,49.0,12.0,12.0,16.0,13.0,97.0,23:00,7:00,walk,blue,8.0,24.0,0.5
327,1,No,Clubs,Auditory,L0OK42,Female,Yes,64.0,4.0,20.0,16.0,5.0,93.0,22:00,6:00,private transport,red,8.0,24.0,0.8333333333333334
328,0,No,Arts,Visual,ONIV43,Female,Yes,78.0,9.0,15.0,15.0,5.0,92.0,21:00,5:00,public transport,blue,8.0,24.0,0.625
329,0,No,Arts,Visual,FQCPSJ,Male,No,59.0,17.0,3.0,16.0,8.0,93.0,21:30,5:30,public transport,blue,8.0,20.0,0.15
330,2,No,None,Visual,K4LDXI,Female,No,81.0,12.0,5.0,16.0,10.0,100.0,22:00,6:00,private transport,red,8.0,17.0,0.29411764705882354
332,1,No,Arts,Visual,1WKTM7,Female,No,48.0,14.0,16.0,16.0,6.0,63.0,2:00,7:00,walk,yellow,5.0,30.0,0.5333333333333333
333,1,Yes,Sports,Visual,NIP9AD,Female,Yes,93.0,7.0,14.0,15.0,10.0,97.0,22:00,6:00,private transport,red,8.0,21.0,0.6666666666666666
334,2,No,Clubs,Auditory,CM94XR,Female,Yes,73.0,17.0,4.0,15.0,17.0,,21:30,5:30,public transport,yellow,8.0,21.0,0.19047619047619047
335,1,No,Clubs,Visual,8ZNAVQ,Female,No,49.0,5.0,25.0,16.0,4.0,91.0,21:00,5:00,public transport,black,8.0,30.0,0.8333333333333334
336,0,No,Arts,Auditory,3O5XSQ,Male,No,76.0,12.0,10.0,16.0,16.0,92.0,23:00,7:00,walk,white,8.0,22.0,0.45454545454545453
337,1,No,Clubs,Auditory,8FW1D7,Female,Yes,69.0,13.0,9.0,16.0,7.0,93.0,22:30,6:30,private transport,yellow,8.0,22.0,0.4090909090909091
338,1,No,Arts,Visual,47707Q,Male,No,57.0,20.0,6.0,15.0,5.0,92.0,22:30,6:30,private transport,green,8.0,26.0,0.23076923076923078
339,2,No,Clubs,Visual,DISKXR,Male,No,78.0,15.0,4.0,15.0,6.0,99.0,23:00,7:00,walk,blue,8.0,19.0,0.21052631578947367
340,2,No,Sports,Auditory,N7MX24,Male,Yes,68.0,14.0,7.0,15.0,8.0,92.0,22:30,6:30,private transport,yellow,8.0,21.0,0.3333333333333333
341,2,No,Arts,Auditory,RW7YOL,Female,No,49.0,18.0,6.0,15.0,14.0,89.0,22:30,6:30,private transport,blue,8.0,24.0,0.25
342,0,No,Arts,Auditory,G10SRB,Male,Yes,55.0,13.0,9.0,15.0,12.0,95.0,21:30,5:30,public transport,yellow,8.0,22.0,0.4090909090909091
343,1,No,Sports,Visual,WKXSK8,Male,No,50.0,11.0,19.0,16.0,9.0,94.0,23:00,7:00,walk,blue,8.0,30.0,0.6333333333333333
