index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,sleep_lessthan6hrs,class_size,female_ratio,class_size_group,class_size_tertile
137,1,No,Sports,Visual,WHO5I7,Female,No,58.0,8.0,23.0,16.0,9.0,97.0,21:00,5:00,public transport,red,8.0,False,31.0,0.7419354838709677,Large (25-31),Higher (26-31)
138,1,No,Arts,Auditory,90IB5O,Female,No,53.0,13.0,12.0,16.0,18.0,95.0,22:30,6:30,private transport,white,8.0,False,25.0,0.48,Large (25-31),Middle (22-25)
139,1,No,Clubs,Visual,MP9662,Female,No,47.0,19.0,11.0,16.0,10.0,91.0,21:00,5:00,public transport,white,8.0,False,30.0,0.36666666666666664,Large (25-31),Higher (26-31)
140,2,No,None,Visual,TDLKDV,Female,Yes,72.0,6.0,13.0,,10.0,99.0,22:00,6:00,private transport,yellow,8.0,False,19.0,0.6842105263157895,Small (14-19),Lower (14-21)
141,0,No,None,Auditory,MP1M7A,Female,No,68.0,19.0,8.0,15.0,19.0,95.0,22:30,6:30,private transport,black,8.0,False,27.0,0.2962962962962963,Large (25-31),Higher (26-31)
142,1,No,None,Auditory,2RE5VB,Female,Yes,61.0,22.0,6.0,,7.0,91.0,22:30,6:30,private transport,yellow,8.0,False,28.0,0.21428571428571427,Large (25-31),Higher (26-31)
143,1,Yes,Sports,Auditory,WIHG37,Female,Yes,72.0,9.0,11.0,15.0,11.0,94.0,22:30,6:30,private transport,white,8.0,False,20.0,0.55,Medium (20-24),Lower (14-21)
144,1,No,Clubs,Visual,JIQ8UK,Male,No,51.0,23.0,7.0,15.0,7.0,100.0,22:30,6:30,private transport,green,8.0,False,30.0,0.23333333333333334,Large (25-31),Higher (26-31)
145,2,No,Arts,Visual,FR8U8M,Female,No,41.0,3.0,19.0,,8.0,96.0,22:00,6:00,private transport,yellow,8.0,False,22.0,0.8636363636363636,Medium (20-24),Middle (22-25)
146,0,No,Sports,Auditory,AW6ZDW,Female,No,53.0,1.0,20.0,16.0,18.0,97.0,22:00,6:00,private transport,black,8.0,False,21.0,0.9523809523809523,Medium (20-24),Lower (14-21)
147,1,No,Clubs,Visual,BASY1M,Male,No,53.0,15.0,11.0,15.0,18.0,100.0,22:00,6:00,private transport,red,8.0,False,26.0,0.4230769230769231,Large (25-31),Higher (26-31)
148,0,No,Clubs,Visual,9DC1Y5,Female,No,76.0,0.0,27.0,15.0,8.0,96.0,21:30,5:30,public transport,yellow,8.0,False,27.0,1.0,Large (25-31),Higher (26-31)
149,2,No,Sports,Auditory,894SIA,Male,No,59.0,18.0,2.0,15.0,16.0,94.0,22:30,6:30,private transport,yellow,8.0,False,20.0,0.1,Medium (20-24),Lower (14-21)
150,1,No,Clubs,Visual,QJODVK,Female,Yes,59.0,25.0,3.0,15.0,15.0,94.0,22:30,6:30,private transport,black,8.0,False,28.0,0.10714285714285714,Large (25-31),Higher (26-31)
151,1,Yes,Sports,Visual,Y1CFA8,Female,No,49.0,27.0,3.0,16.0,4.0,55.0,0:30,5:30,public transport,red,5.0,True,30.0,0.1,Large (25-31),Higher (26-31)
152,1,Yes,Sports,Auditory,4YZZ66,Male,No,49.0,12.0,12.0,16.0,7.0,93.0,23:00,7:00,walk,blue,8.0,False,24.0,0.5,Medium (20-24),Middle (22-25)
153,2,No,Arts,Auditory,H1XKZZ,Male,Yes,56.0,20.0,0.0,16.0,11.0,93.0,21:30,5:30,public transport,green,8.0,False,20.0,0.0,Medium (20-24),Lower (14-21)
154,0,No,None,Auditory,4VZ0W4,Female,Yes,72.0,0.0,23.0,,12.0,94.0,21:00,5:00,public transport,yellow,8.0,False,23.0,1.0,Medium (20-24),Middle (22-25)
155,1,Yes,None,Visual,QUV2FC,Female,No,91.0,9.0,12.0,16.0,5.0,97.0,21:30,5:30,public transport,green,8.0,False,21.0,0.5714285714285714,Medium (20-24),Lower (14-21)
156,1,No,Clubs,Auditory,LDFJ01,Male,No,61.0,17.0,11.0,15.0,8.0,100.0,21:00,5:00,public transport,black,8.0,False,28.0,0.39285714285714285,Large (25-31),Higher (26-31)
157,2,Yes,Arts,Visual,T4NOZ5,Male,No,54.0,11.0,5.0,15.0,5.0,99.0,21:30,5:30,public transport,yellow,8.0,False,16.0,0.3125,Small (14-19),Lower (14-21)
158,0,No,Clubs,Visual,2RH032,Male,No,72.0,13.0,15.0,16.0,10.0,95.0,21:30,5:30,public transport,red,8.0,False,28.0,0.5357142857142857,Large (25-31),Higher (26-31)
159,1,Yes,Clubs,Auditory,0Y30H6,Female,Yes,75.0,7.0,10.0,16.0,6.0,92.0,22:30,6:30,private transport,yellow,8.0,False,17.0,0.5882352941176471,Small (14-19),Lower (14-21)
160,1,Yes,None,Visual,CGRXK9,Female,No,61.0,21.0,6.0,16.0,7.0,96.0,22:30,6:30,private transport,red,8.0,False,27.0,0.2222222222222222,Large (25-31),Higher (26-31)
161,0,No,Arts,Auditory,F9Q4TS,Male,Yes,77.0,12.0,9.0,16.0,6.0,93.0,22:00,6:00,private transport,black,8.0,False,21.0,0.42857142857142855,Medium (20-24),Lower (14-21)
162,1,Yes,Arts,Auditory,1IMC07,Female,No,49.0,19.0,6.0,15.0,10.0,91.0,22:00,6:00,private transport,yellow,8.0,False,25.0,0.24,Large (25-31),Middle (22-25)
163,2,No,Sports,Auditory,GWX4PV,Female,No,41.0,15.0,7.0,15.0,1.0,98.0,21:00,5:00,public transport,yellow,8.0,False,22.0,0.3181818181818182,Medium (20-24),Middle (22-25)
164,2,No,Arts,Auditory,9B2MSU,Female,Yes,49.0,15.0,9.0,15.0,6.0,56.0,1:30,5:30,public transport,white,4.0,True,24.0,0.375,Medium (20-24),Middle (22-25)
165,2,No,Clubs,Visual,OLRR8C,Female,No,72.0,10.0,13.0,15.0,7.0,96.0,22:00,6:00,private transport,yellow,8.0,False,23.0,0.5652173913043478,Medium (20-24),Middle (22-25)
166,1,No,Clubs,Auditory,4TTFFE,Female,Yes,58.0,4.0,20.0,15.0,16.0,100.0,22:00,6:00,private transport,white,8.0,False,24.0,0.8333333333333334,Medium (20-24),Middle (22-25)
167,0,No,Sports,Auditory,34JBW3,Female,No,77.0,5.0,17.0,15.0,6.0,90.0,21:00,5:00,public transport,green,8.0,False,22.0,0.7727272727272727,Medium (20-24),Middle (22-25)
168,2,No,Sports,Visual,0B0KHP,Male,No,70.0,20.0,3.0,16.0,14.0,91.0,23:00,7:00,walk,yellow,8.0,False,23.0,0.13043478260869565,Medium (20-24),Middle (22-25)
169,1,No,None,Visual,BX2EJ1,Male,No,55.0,16.0,10.0,16.0,13.0,99.0,21:00,5:00,public transport,blue,8.0,False,26.0,0.38461538461538464,Large (25-31),Higher (26-31)
170,0,Yes,None,Visual,3JIYVD,Female,No,81.0,3.0,15.0,15.0,7.0,90.0,23:00,6:00,private transport,yellow,7.0,False,18.0,0.8333333333333334,Small (14-19),Lower (14-21)
171,1,No,Clubs,Auditory,BJ3J7Y,Female,No,47.0,22.0,8.0,15.0,5.0,96.0,21:30,5:30,public transport,red,8.0,False,30.0,0.26666666666666666,Large (25-31),Higher (26-31)
172,2,Yes,None,Visual,BW7ZBA,Male,Yes,76.0,14.0,0.0,16.0,6.0,91.0,21:00,5:00,public transport,blue,8.0,False,14.0,0.0,Small (14-19),Lower (14-21)
173,0,Yes,Sports,Visual,1DVSGE,Male,No,73.0,11.0,7.0,16.0,6.0,94.0,21:30,5:30,public transport,white,8.0,False,18.0,0.3888888888888889,Small (14-19),Lower (14-21)
174,2,No,Clubs,Auditory,I62NPT,Female,No,42.0,22.0,0.0,16.0,5.0,59.0,2:00,7:00,walk,black,5.0,True,22.0,0.0,Medium (20-24),Middle (22-25)
175,1,No,Sports,Auditory,2BFCOD,Male,No,62.0,27.0,0.0,16.0,13.0,99.0,22:00,6:00,private transport,black,8.0,False,27.0,0.0,Large (25-31),Higher (26-31)
176,2,No,Sports,Auditory,VUUZO0,Male,Yes,71.0,10.0,11.0,16.0,15.0,93.0,22:00,6:00,private transport,green,8.0,False,21.0,0.5238095238095238,Medium (20-24),Lower (14-21)
177,0,Yes,Sports,Visual,RZV4QM,Female,Yes,79.0,11.0,4.0,15.0,7.0,93.0,21:30,5:30,public transport,red,8.0,False,15.0,0.26666666666666666,Small (14-19),Lower (14-21)
178,1,Yes,Arts,Visual,370TFV,Female,No,79.0,10.0,7.0,15.0,6.0,91.0,21:30,5:30,public transport,red,8.0,False,17.0,0.4117647058823529,Small (14-19),Lower (14-21)
179,2,No,Clubs,Auditory,BBY9XL,Female,Yes,71.0,18.0,1.0,16.0,11.0,97.0,22:30,6:30,private transport,yellow,8.0,False,19.0,0.05263157894736842,Small (14-19),Lower (14-21)
180,1,No,Clubs,Auditory,ZT6B7F,Female,No,62.0,23.0,5.0,16.0,5.0,92.0,23:00,7:00,walk,red,8.0,False,28.0,0.17857142857142858,Large (25-31),Higher (26-31)
181,0,No,Arts,Visual,QVMIRM,Female,Yes,81.0,9.0,15.0,16.0,6.0,95.0,23:00,7:00,walk,green,8.0,False,24.0,0.625,Medium (20-24),Middle (22-25)
182,1,Yes,Arts,Visual,GMOLNR,Male,Yes,85.0,22.0,0.0,15.0,8.0,100.0,21:30,5:30,public transport,black,8.0,False,22.0,0.0,Medium (20-24),Middle (22-25)
183,2,Yes,None,Visual,X7HPJM,Male,No,81.0,16.0,2.0,15.0,8.0,91.0,23:00,7:00,walk,blue,8.0,False,18.0,0.1111111111111111,Small (14-19),Lower (14-21)
184,0,Yes,None,Visual,BB0GWZ,Female,Yes,82.0,13.0,2.0,16.0,8.0,99.0,22:00,6:00,private transport,black,8.0,False,15.0,0.13333333333333333,Small (14-19),Lower (14-21)
185,2,No,Clubs,Visual,Z3E0R7,Female,Yes,72.0,18.0,1.0,,5.0,95.0,21:00,5:00,public transport,red,8.0,False,19.0,0.05263157894736842,Small (14-19),Lower (14-21)
186,2,No,Sports,Auditory,7FLZFC,Male,Yes,60.0,11.0,11.0,16.0,18.0,98.0,22:00,6:00,private transport,red,8.0,False,22.0,0.5,Medium (20-24),Middle (22-25)
187,1,No,Clubs,Visual,904N7S,Male,No,46.0,18.0,12.0,16.0,5.0,67.0,23:30,5:30,public transport,green,6.0,True,30.0,0.4,Large (25-31),Higher (26-31)
188,0,No,Arts,Visual,PF3GL0,Female,Yes,55.0,10.0,12.0,16.0,18.0,97.0,21:00,5:00,public transport,black,8.0,False,22.0,0.5454545454545454,Medium (20-24),Middle (22-25)
189,1,No,Arts,Visual,DHU6S5,Female,No,54.0,9.0,21.0,15.0,15.0,91.0,21:30,5:30,public transport,yellow,8.0,False,30.0,0.7,Large (25-31),Higher (26-31)
190,1,No,Sports,Visual,NXSGVV,Female,Yes,57.0,0.0,30.0,16.0,10.0,99.0,21:30,5:30,public transport,white,8.0,False,30.0,1.0,Large (25-31),Higher (26-31)
191,0,Yes,Clubs,Auditory,X1H8JD,Male,No,76.0,12.0,3.0,15.0,6.0,92.0,23:00,7:00,walk,red,8.0,False,15.0,0.2,Small (14-19),Lower (14-21)
192,1,Yes,None,Auditory,WA7FY7,Male,Yes,80.0,16.0,6.0,15.0,8.0,94.0,21:00,5:00,public transport,black,8.0,False,22.0,0.2727272727272727,Medium (20-24),Middle (22-25)
193,2,No,Clubs,Auditory,SATF1G,Male,Yes,55.0,10.0,8.0,15.0,17.0,93.0,22:00,6:00,private transport,yellow,8.0,False,18.0,0.4444444444444444,Small (14-19),Lower (14-21)
194,2,No,Sports,Auditory,UPVY4I,Male,No,40.0,19.0,4.0,15.0,2.0,89.0,21:30,5:30,public transport,yellow,8.0,False,23.0,0.17391304347826086,Medium (20-24),Middle (22-25)
195,2,Yes,Arts,Auditory,QYA5UX,Male,No,45.0,16.0,8.0,16.0,6.0,95.0,21:30,5:30,public transport,yellow,8.0,False,24.0,0.3333333333333333,Medium (20-24),Middle (22-25)
196,0,No,Clubs,Visual,LX6SSC,Male,No,79.0,26.0,1.0,15.0,8.0,94.0,22:00,6:00,private transport,red,8.0,False,27.0,0.037037037037037035,Large (25-31),Higher (26-31)
197,1,Yes,Arts,Auditory,69BXSI,Female,No,48.0,23.0,2.0,15.0,6.0,97.0,21:30,5:30,public transport,yellow,8.0,False,25.0,0.08,Large (25-31),Middle (22-25)
198,1,Yes,Sports,Visual,S9V8KG,Female,No,55.0,12.0,15.0,15.0,8.0,91.0,21:30,5:30,public transport,yellow,8.0,False,27.0,0.5555555555555556,Large (25-31),Higher (26-31)
199,1,No,Clubs,Visual,25PAWM,Female,No,58.0,13.0,13.0,16.0,10.0,96.0,23:00,7:00,walk,black,8.0,False,26.0,0.5,Large (25-31),Higher (26-31)
200,0,No,None,Auditory,6ZEMY9,Female,No,62.0,14.0,7.0,15.0,15.0,97.0,23:00,7:00,walk,red,8.0,False,21.0,0.3333333333333333,Medium (20-24),Lower (14-21)
201,1,No,Sports,Auditory,1R0VBB,Female,Yes,67.0,12.0,16.0,15.0,8.0,99.0,21:30,5:30,public transport,red,8.0,False,28.0,0.5714285714285714,Large (25-31),Higher (26-31)
202,0,No,None,Auditory,KX2M6I,Male,Yes,71.0,11.0,9.0,15.0,9.0,91.0,21:30,5:30,public transport,blue,8.0,False,20.0,0.45,Medium (20-24),Lower (14-21)
203,2,No,Clubs,Visual,HBG0X7,Male,Yes,78.0,17.0,2.0,16.0,8.0,96.0,22:30,6:30,private transport,green,8.0,False,19.0,0.10526315789473684,Small (14-19),Lower (14-21)
204,0,No,Sports,Visual,JTXRFZ,Female,Yes,68.0,21.0,1.0,16.0,12.0,94.0,21:00,5:00,public transport,white,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
205,1,Yes,None,Visual,W8KTLE,Female,No,57.0,11.0,16.0,15.0,7.0,98.0,22:30,6:30,private transport,black,8.0,False,27.0,0.5925925925925926,Large (25-31),Higher (26-31)
206,1,Yes,None,Visual,SV1D3B,Male,No,76.0,11.0,6.0,16.0,10.0,97.0,21:00,5:00,public transport,white,8.0,False,17.0,0.35294117647058826,Small (14-19),Lower (14-21)
207,0,Yes,Sports,Auditory,1AEWQT,Female,No,77.0,8.0,11.0,16.0,9.0,,21:00,5:00,public transport,blue,8.0,False,19.0,0.5789473684210527,Small (14-19),Lower (14-21)
208,2,No,None,Visual,5KYDPA,Male,No,69.0,17.0,5.0,15.0,8.0,100.0,21:00,5:00,public transport,white,8.0,False,22.0,0.22727272727272727,Medium (20-24),Middle (22-25)
209,1,No,Sports,Visual,H2U51T,Male,No,47.0,24.0,6.0,15.0,8.0,98.0,21:00,5:00,public transport,black,8.0,False,30.0,0.2,Large (25-31),Higher (26-31)
210,1,Yes,Clubs,Visual,CSSY3Z,Female,No,52.0,8.0,19.0,16.0,5.0,92.0,22:00,6:00,private transport,yellow,8.0,False,27.0,0.7037037037037037,Large (25-31),Higher (26-31)
211,1,No,None,Auditory,0Q9JU5,Female,No,50.0,25.0,4.0,16.0,7.0,73.0,23:30,5:30,public transport,blue,6.0,True,29.0,0.13793103448275862,Large (25-31),Higher (26-31)
212,2,No,Clubs,Visual,C32KHV,Male,No,53.0,15.0,4.0,15.0,12.0,93.0,22:30,6:30,private transport,white,8.0,False,19.0,0.21052631578947367,Small (14-19),Lower (14-21)
213,2,No,Sports,Visual,EN7YFE,Male,No,61.0,12.0,11.0,15.0,12.0,97.0,22:30,6:30,private transport,white,8.0,False,23.0,0.4782608695652174,Medium (20-24),Middle (22-25)
214,0,No,Clubs,Auditory,LU7XRL,Male,No,70.0,20.0,0.0,15.0,18.0,99.0,23:00,7:00,walk,red,8.0,False,20.0,0.0,Medium (20-24),Lower (14-21)
215,0,No,Arts,Auditory,8PZZLF,Female,Yes,68.0,13.0,9.0,15.0,19.0,95.0,22:30,6:30,private transport,green,8.0,False,22.0,0.4090909090909091,Medium (20-24),Middle (22-25)
216,2,No,Clubs,Auditory,24TTMZ,Male,Yes,70.0,19.0,2.0,15.0,14.0,96.0,21:00,5:00,public transport,black,8.0,False,21.0,0.09523809523809523,Medium (20-24),Lower (14-21)
217,1,No,None,Visual,RYCELW,Male,Yes,72.0,24.0,0.0,16.0,12.0,97.0,22:00,6:00,private transport,black,8.0,False,24.0,0.0,Medium (20-24),Middle (22-25)
218,2,Yes,Arts,Visual,203OP8,Male,Yes,72.0,10.0,5.0,16.0,8.0,96.0,22:00,6:00,private transport,white,8.0,False,15.0,0.3333333333333333,Small (14-19),Lower (14-21)
219,1,Yes,Arts,Visual,TUB8PY,Female,No,57.0,14.0,13.0,16.0,19.0,100.0,21:30,5:30,public transport,red,8.0,False,27.0,0.48148148148148145,Large (25-31),Higher (26-31)
220,1,No,Clubs,Visual,FPXHBM,Female,No,48.0,4.0,26.0,16.0,7.0,85.0,21:00,5:00,public transport,black,8.0,False,30.0,0.8666666666666667,Large (25-31),Higher (26-31)
221,0,No,None,Visual,29S8EX,Male,Yes,75.0,25.0,3.0,15.0,7.0,98.0,21:00,5:00,public transport,green,8.0,False,28.0,0.10714285714285714,Large (25-31),Higher (26-31)
222,1,No,None,Auditory,8SVXDO,Male,Yes,60.0,19.0,9.0,16.0,14.0,100.0,22:00,6:00,private transport,red,8.0,False,28.0,0.32142857142857145,Large (25-31),Higher (26-31)
223,0,No,Clubs,Auditory,XML8IL,Male,Yes,70.0,20.0,2.0,16.0,16.0,95.0,21:00,5:00,public transport,blue,8.0,False,22.0,0.09090909090909091,Medium (20-24),Middle (22-25)
224,2,No,Arts,Auditory,3RTVXX,Male,Yes,58.0,21.0,1.0,15.0,19.0,96.0,21:30,5:30,public transport,blue,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
225,1,No,Arts,Visual,WK09US,Male,Yes,52.0,12.0,18.0,16.0,16.0,,23:00,7:00,walk,black,8.0,False,30.0,0.6,Large (25-31),Higher (26-31)
226,0,No,None,Visual,N5WCG8,Male,Yes,61.0,12.0,8.0,16.0,19.0,93.0,21:00,5:00,public transport,blue,8.0,False,20.0,0.4,Medium (20-24),Lower (14-21)
227,1,No,Sports,Visual,TFY0BH,Male,Yes,65.0,20.0,8.0,16.0,6.0,96.0,22:00,6:00,private transport,red,8.0,False,28.0,0.2857142857142857,Large (25-31),Higher (26-31)
228,0,Yes,Sports,Visual,VM5KBU,Female,No,74.0,15.0,0.0,15.0,5.0,90.0,21:00,5:00,public transport,yellow,8.0,False,15.0,0.0,Small (14-19),Lower (14-21)
229,1,Yes,None,Auditory,7VWDLR,Male,No,78.0,13.0,8.0,,9.0,96.0,22:00,6:00,private transport,green,8.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
230,0,Yes,None,Visual,Y7D336,Male,No,74.0,14.0,4.0,15.0,12.0,94.0,21:00,5:00,public transport,black,8.0,False,18.0,0.2222222222222222,Small (14-19),Lower (14-21)
231,0,Yes,None,Visual,WMA1DD,Female,Yes,83.0,15.0,1.0,15.0,9.0,,21:00,5:00,public transport,blue,8.0,False,16.0,0.0625,Small (14-19),Lower (14-21)
232,1,No,Arts,Auditory,WRF62T,Male,Yes,64.0,25.0,2.0,16.0,11.0,95.0,21:30,5:30,public transport,yellow,8.0,False,27.0,0.07407407407407407,Large (25-31),Higher (26-31)
233,2,No,Arts,Auditory,0Z1YOV,Female,Yes,50.0,14.0,4.0,16.0,12.0,96.0,23:00,7:00,walk,yellow,8.0,False,18.0,0.2222222222222222,Small (14-19),Lower (14-21)
234,1,No,Clubs,Auditory,Y4AISA,Male,No,49.0,17.0,7.0,15.0,3.0,59.0,0:00,5:00,public transport,white,5.0,True,24.0,0.2916666666666667,Medium (20-24),Middle (22-25)
235,2,Yes,Arts,Visual,AJJNSG,Male,Yes,72.0,15.0,0.0,15.0,17.0,92.0,22:30,6:30,private transport,red,8.0,False,15.0,0.0,Small (14-19),Lower (14-21)
236,2,Yes,None,Visual,08AW5P,Female,Yes,82.0,10.0,8.0,15.0,9.0,97.0,21:30,5:30,public transport,black,8.0,False,18.0,0.4444444444444444,Small (14-19),Lower (14-21)
237,1,No,Arts,Visual,0VG8AP,Female,Yes,46.0,25.0,5.0,15.0,7.0,99.0,21:30,5:30,public transport,white,8.0,False,30.0,0.16666666666666666,Large (25-31),Higher (26-31)
238,0,No,Clubs,Auditory,HG9XOO,Female,No,76.0,6.0,15.0,15.0,9.0,92.0,23:00,7:00,walk,white,8.0,False,21.0,0.7142857142857143,Medium (20-24),Lower (14-21)
239,2,No,Arts,Auditory,1L7RIP,Male,No,44.0,10.0,13.0,16.0,13.0,82.0,23:00,7:00,walk,red,8.0,False,23.0,0.5652173913043478,Medium (20-24),Middle (22-25)
240,0,No,Sports,Auditory,3G6CHR,Female,No,,2.0,20.0,16.0,13.0,100.0,21:30,5:30,public transport,red,8.0,False,22.0,0.9090909090909091,Medium (20-24),Middle (22-25)
241,0,No,Clubs,Visual,GKH739,Male,No,79.0,26.0,1.0,16.0,7.0,99.0,23:00,7:00,walk,yellow,8.0,False,27.0,0.037037037037037035,Large (25-31),Higher (26-31)
242,0,No,Clubs,Visual,3WNB3X,Male,Yes,64.0,22.0,0.0,15.0,9.0,99.0,23:00,7:00,walk,black,8.0,False,22.0,0.0,Medium (20-24),Middle (22-25)
243,0,No,Clubs,Auditory,ARMOVK,Male,No,65.0,25.0,2.0,15.0,17.0,99.0,23:00,7:00,walk,yellow,8.0,False,27.0,0.07407407407407407,Large (25-31),Higher (26-31)
244,1,No,Arts,Auditory,A3S9XD,Female,Yes,57.0,15.0,12.0,16.0,18.0,99.0,22:00,6:00,private transport,white,8.0,False,27.0,0.4444444444444444,Large (25-31),Higher (26-31)
245,2,Yes,None,Visual,3MYL1T,Male,No,86.0,13.0,5.0,15.0,9.0,96.0,21:30,5:30,public transport,green,8.0,False,18.0,0.2777777777777778,Small (14-19),Lower (14-21)
246,1,Yes,None,Visual,VIDY9K,Male,Yes,74.0,10.0,7.0,15.0,13.0,94.0,22:00,6:00,private transport,black,8.0,False,17.0,0.4117647058823529,Small (14-19),Lower (14-21)
247,0,No,Sports,Visual,V7MIB3,Male,No,72.0,27.0,1.0,16.0,12.0,97.0,23:00,7:00,walk,black,8.0,False,28.0,0.03571428571428571,Large (25-31),Higher (26-31)
248,0,Yes,Sports,Visual,RUF39H,Female,Yes,77.0,11.0,4.0,16.0,6.0,96.0,22:30,6:30,private transport,white,8.0,False,15.0,0.26666666666666666,Small (14-19),Lower (14-21)
249,1,No,Clubs,Auditory,JD9KZW,Female,No,49.0,8.0,17.0,16.0,7.0,94.0,22:30,6:30,private transport,red,8.0,False,25.0,0.68,Large (25-31),Middle (22-25)
250,1,No,Clubs,Visual,ES6N02,Female,No,49.0,10.0,20.0,16.0,5.0,100.0,23:00,7:00,walk,white,8.0,False,30.0,0.6666666666666666,Large (25-31),Higher (26-31)
251,1,No,Arts,Visual,I85G9X,Male,No,47.0,15.0,15.0,16.0,11.0,78.0,23:30,6:30,private transport,blue,7.0,False,30.0,0.5,Large (25-31),Higher (26-31)
252,1,Yes,Arts,Auditory,J8ZYVH,Male,Yes,76.0,13.0,4.0,15.0,20.0,90.0,21:00,5:00,public transport,blue,8.0,False,17.0,0.23529411764705882,Small (14-19),Lower (14-21)
253,1,Yes,None,Auditory,XM50MJ,Female,Yes,83.0,14.0,3.0,15.0,6.0,94.0,22:00,6:00,private transport,blue,8.0,False,17.0,0.17647058823529413,Small (14-19),Lower (14-21)
254,0,No,Arts,Auditory,1MAUQ7,Female,No,64.0,13.0,14.0,15.0,15.0,97.0,22:00,6:00,private transport,yellow,8.0,False,27.0,0.5185185185185185,Large (25-31),Higher (26-31)
255,2,No,Clubs,Auditory,JLDOA2,Female,No,69.0,8.0,13.0,16.0,17.0,93.0,23:00,7:00,walk,black,8.0,False,21.0,0.6190476190476191,Medium (20-24),Lower (14-21)
256,1,No,Clubs,Auditory,NHPA3D,Male,No,51.0,16.0,14.0,16.0,8.0,96.0,22:00,6:00,private transport,green,8.0,False,30.0,0.4666666666666667,Large (25-31),Higher (26-31)
257,2,Yes,Arts,Visual,K64994,Female,No,44.0,21.0,3.0,16.0,6.0,43.0,1:30,5:30,public transport,yellow,4.0,True,24.0,0.125,Medium (20-24),Middle (22-25)
258,1,No,Sports,Auditory,Y2ABUP,Female,Yes,65.0,24.0,4.0,15.0,7.0,,23:00,7:00,walk,yellow,8.0,False,28.0,0.14285714285714285,Large (25-31),Higher (26-31)
259,1,Yes,None,Auditory,O0P45Q,Female,Yes,64.0,5.0,14.0,16.0,11.0,94.0,21:30,5:30,public transport,red,8.0,False,19.0,0.7368421052631579,Small (14-19),Lower (14-21)
260,0,No,Sports,Auditory,IEVDQT,Male,Yes,68.0,11.0,11.0,15.0,20.0,98.0,22:00,6:00,private transport,yellow,8.0,False,22.0,0.5,Medium (20-24),Middle (22-25)
261,0,No,Arts,Auditory,XHMJD3,Female,Yes,55.0,0.0,21.0,15.0,16.0,91.0,21:30,5:30,public transport,blue,8.0,False,21.0,1.0,Medium (20-24),Lower (14-21)
262,1,No,Arts,Visual,MDPPWJ,Male,Yes,57.0,18.0,10.0,16.0,5.0,100.0,22:30,6:30,private transport,yellow,8.0,False,28.0,0.35714285714285715,Large (25-31),Higher (26-31)
263,2,No,Sports,Auditory,15QW33,Female,Yes,71.0,9.0,10.0,16.0,10.0,95.0,22:30,6:30,private transport,yellow,8.0,False,19.0,0.5263157894736842,Small (14-19),Lower (14-21)
264,0,No,Clubs,Auditory,V02UD9,Female,Yes,71.0,16.0,7.0,16.0,6.0,96.0,23:00,7:00,walk,blue,8.0,False,23.0,0.30434782608695654,Medium (20-24),Middle (22-25)
265,1,No,Arts,Auditory,HYR87M,Male,Yes,48.0,19.0,6.0,,5.0,97.0,21:30,5:30,public transport,yellow,8.0,False,25.0,0.24,Large (25-31),Middle (22-25)
266,1,Yes,Sports,Auditory,WLX6HU,Female,Yes,56.0,5.0,20.0,15.0,18.0,99.0,22:30,6:30,private transport,black,8.0,False,25.0,0.8,Large (25-31),Middle (22-25)
267,1,No,Clubs,Auditory,FOGFCF,Female,Yes,64.0,17.0,5.0,16.0,16.0,96.0,23:00,7:00,walk,blue,8.0,False,22.0,0.22727272727272727,Medium (20-24),Middle (22-25)
268,1,No,Clubs,Visual,NA4HN3,Male,No,53.0,11.0,19.0,15.0,8.0,91.0,23:00,7:00,walk,red,8.0,False,30.0,0.6333333333333333,Large (25-31),Higher (26-31)
269,2,Yes,None,Visual,9WD8ET,Female,No,73.0,4.0,16.0,15.0,20.0,95.0,22:30,6:30,private transport,yellow,8.0,False,20.0,0.8,Medium (20-24),Lower (14-21)
270,2,No,Arts,Visual,GIM31Q,Male,No,70.0,18.0,5.0,15.0,11.0,92.0,22:00,6:00,private transport,white,8.0,False,23.0,0.21739130434782608,Medium (20-24),Middle (22-25)
271,1,No,Sports,Auditory,SCKIOA,Female,No,48.0,9.0,21.0,15.0,9.0,54.0,0:00,5:00,public transport,red,5.0,True,30.0,0.7,Large (25-31),Higher (26-31)
272,2,Yes,Clubs,Visual,53I9R6,Male,No,69.0,10.0,5.0,16.0,17.0,,23:00,7:00,walk,black,8.0,False,15.0,0.3333333333333333,Small (14-19),Lower (14-21)
273,1,No,Sports,Auditory,6CCV4Q,Male,No,67.0,10.0,18.0,16.0,14.0,99.0,23:00,7:00,walk,yellow,8.0,False,28.0,0.6428571428571429,Large (25-31),Higher (26-31)
274,0,Yes,Sports,Visual,5JVV1J,Male,Yes,81.0,15.0,2.0,16.0,10.0,94.0,21:00,5:00,public transport,black,8.0,False,17.0,0.11764705882352941,Small (14-19),Lower (14-21)
275,2,Yes,Clubs,Visual,T50Y1K,Female,Yes,74.0,13.0,1.0,16.0,10.0,99.0,23:00,7:00,walk,yellow,8.0,False,14.0,0.07142857142857142,Small (14-19),Lower (14-21)
